verdict	reason	authoritative	engineSource	resolvedName	resolvedTarget	path
filtered	2-excluded-name	auth-filtered	program-files	QuarkUpdater (x64)	C:\Program Files (x86)\QuarkUpdater\Update\QuarkUpdaterUpdate.exe	C:\Program Files (x86)\QuarkUpdater\Update\QuarkUpdaterUpdate.exe
filtered	2-excluded-name	auth-filtered	program-files	Setup/Uninstall	C:\Users\17822\AppData\Local\Programs\Ollama\unins000.exe	C:\Users\17822\AppData\Local\Programs\Ollama\unins000.exe
filtered	2-excluded-name	auth-filtered	program-files	ASUS Update Setup	C:\Program Files\ASUS\ROG Live Service\AsusUpdateSetup.exe	C:\Program Files\ASUS\ROG Live Service\AsusUpdateSetup.exe
kept	-	auth-kept	start-menu	鹰角启动器	C:\Program Files\Hypergryph Launcher\Launcher.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\鹰角启动器\鹰角启动器.lnk
kept	-	auth-kept	program-files	YuanShen	D:\Program Files\Genshin Impact\Genshin Impact Game\YuanShen.exe	D:\Program Files\Genshin Impact\Genshin Impact Game\YuanShen.exe
filtered	2-excluded-name	auth-filtered	program-files	This installer database contains the logic and data required to install Proteus Virtual USB Drivers.	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\DRIVERS\VirtualUSBDriver.exe	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\DRIVERS\VirtualUSBDriver.exe
kept	-	auth-kept	program-files	VirtualBox Pure SDL Frontend	C:\Program Files\AndrowsBox\VBoxSDL.exe	C:\Program Files\AndrowsBox\VBoxSDL.exe
kept	-	auth-kept	program-files	HlpViewer.exe	C:\Program Files (x86)\Microsoft Help Viewer\v2.3\HlpViewer.exe	C:\Program Files (x86)\Microsoft Help Viewer\v2.3\HlpViewer.exe
kept	-	auth-kept	program-files	CodeBuddy CN	C:\Users\17822\AppData\Local\Programs\CodeBuddy CN\CodeBuddy CN.exe	C:\Users\17822\AppData\Local\Programs\CodeBuddy CN\CodeBuddy CN.exe
kept	-	auth-kept	program-files	jsonschema	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\jsonschema.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\jsonschema.exe
kept	-	auth-kept	program-files	VMware OVF Tool	C:\Program Files (x86)\VMware\VMware Workstation\OVFTool\ovftool.exe	C:\Program Files (x86)\VMware\VMware Workstation\OVFTool\ovftool.exe
filtered	2-excluded-name	auth-filtered	program-files	Microsoft DirectX Setup	C:\Program Files\Epic Games\DirectXRedist\DXSETUP.exe	C:\Program Files\Epic Games\DirectXRedist\DXSETUP.exe
kept	-	auth-kept	program-files	vsdiag_regwcf.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\vsdiag_regwcf.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\vsdiag_regwcf.exe
filtered	5-system-tool	auth-filtered	start-menu	Anaconda PowerShell Prompt	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Anaconda (miniconda3)\Anaconda PowerShell Prompt.lnk
kept	-	auth-kept	program-files	ASUS ScreenXpert Host Service	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertHostService.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertHostService.exe
kept	-	auth-kept	program-files	vmss2core application	C:\Program Files (x86)\VMware\VMware Workstation\vmss2core.exe	C:\Program Files (x86)\VMware\VMware Workstation\vmss2core.exe
kept	-	auth-kept	program-files	Blender	D:\Program Files\Blender Foundation\Blender 3.6\blender-launcher.exe	D:\Program Files\Blender Foundation\Blender 3.6\blender-launcher.exe
kept	-	auth-kept	start-menu	Launches the Python 3.14 interpreter.	C:\Users\17822\AppData\Local\Programs\Python\Python314\python.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Python 3.14\Python 3.14 (64-bit).lnk
kept	-	auth-kept	start-menu	CodeBuddy CN	C:\Users\17822\AppData\Local\Programs\CodeBuddy CN\CodeBuddy CN.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\CodeBuddy CN\CodeBuddy CN.lnk
filtered	5-system-tool	auth-filtered	start-menu	从窗口和其他程序中查看监视和疑难解答消息。	C:\WINDOWS\system32\eventvwr.msc	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Event Viewer.lnk
filtered	5-system-tool	auth-filtered	start-menu	Open Visual Studio 2022 Tools Command Prompt for targeting x64 with x86-hosted tools	C:\Windows\System32\cmd.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2022\Visual Studio Tools\VC\x86_x64 Cross Tools Command Prompt for VS 2022.lnk
kept	-	auth-kept	program-files	Microsoft Outlook	C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE	C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
kept	-	auth-kept	program-files	xzdec decompression tool for .xz files	D:\Program Files\Git\mingw64\bin\xzdec.exe	D:\Program Files\Git\mingw64\bin\xzdec.exe
kept	-	auth-kept	program-files	Virtual Network Editor Application	C:\Program Files (x86)\VMware\VMware Workstation\vmnetcfg.exe	C:\Program Files (x86)\VMware\VMware Workstation\vmnetcfg.exe
kept	-	auth-kept	program-files	PersonalStorage.StatusUI	C:\Program Files (x86)\ASUS\PersonalStorage\PersonalStorage.StatusUI.exe	C:\Program Files (x86)\ASUS\PersonalStorage\PersonalStorage.StatusUI.exe
filtered	2-excluded-name	auth-filtered	start-menu	Uninstall 炉石传说盒子	D:\炉石传说盒子\uninst.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\炉石传说盒子\Uninstall 炉石传说盒子.lnk
kept	-	auth-kept	program-files	ndiff	C:\Program Files (x86)\Nmap\ndiff.bat	C:\Program Files (x86)\Nmap\ndiff.bat
kept	-	auth-kept	start-menu	ORAY Software	D:\Program Files\Oray\SunLogin\SunloginClient\SunloginClient.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\a豆 x 向日葵远控\a豆 x 向日葵远控.lnk
kept	-	auth-kept	program-files	tifffile	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\tifffile.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\tifffile.exe
kept	-	auth-kept	program-files	Tcm.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\TCM.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\TCM.exe
kept	-	auth-kept	program-files	Microsoft PowerPoint	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE
kept	-	auth-kept	program-files	360 Total Security	C:\Program Files (x86)\360\360safe\360ShellPro.exe	C:\Program Files (x86)\360\360safe\360ShellPro.exe
kept	-	auth-kept	program-files	Application Impact Telemetry Static Analyzer	C:\Program Files (x86)\Windows Kits\10\App Certification Kit\aitstatic.exe	C:\Program Files (x86)\Windows Kits\10\App Certification Kit\aitstatic.exe
kept	-	auth-kept	program-files	torchfrtrace	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\torchfrtrace.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\torchfrtrace.exe
kept	-	auth-kept	program-files	ZipFileExtractor	C:\Program Files\ASUS\ARMOURY CRATE Service\FeaturedPlugin\ZipFileExtractor.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\FeaturedPlugin\ZipFileExtractor.exe
kept	-	auth-kept	program-files	docker-machine-driver-vmware	C:\Program Files (x86)\VMware\VMware Workstation\bin\docker-machine-driver-vmware.exe	C:\Program Files (x86)\VMware\VMware Workstation\bin\docker-machine-driver-vmware.exe
kept	-	auth-kept	program-files	cntraining	C:\Program Files\Tesseract-OCR\cntraining.exe	C:\Program Files\Tesseract-OCR\cntraining.exe
filtered	2-excluded-name	auth-filtered	program-files	Armoury Crate Uninstall Tool	C:\Program Files\ASUS\ARMOURY CRATE Service\UninstallTool\Armoury Crate Uninstall Tool.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\UninstallTool\Armoury Crate Uninstall Tool.exe
kept	-	auth-kept	program-files	360安全卫士 日志中心模块	C:\Program Files (x86)\360\360safe\safemon\360LogCenter.exe	C:\Program Files (x86)\360\360safe\safemon\360LogCenter.exe
kept	-	auth-kept	program-files	gpg-wks-server	D:\Program Files\Git\usr\bin\gpg-wks-server.exe	D:\Program Files\Git\usr\bin\gpg-wks-server.exe
kept	-	auth-kept	program-files	VirtualBox DHCP Server	C:\Program Files\ldplayer9box\VBoxNetDHCP.exe	C:\Program Files\ldplayer9box\VBoxNetDHCP.exe
filtered	5-system-tool	auth-filtered	program-files	Sense Forensics Data Collection	C:\Program Files\Windows Defender Advanced Threat Protection\SenseFx.exe	C:\Program Files\Windows Defender Advanced Threat Protection\SenseFx.exe
kept	-	auth-kept	program-files	Python	C:\Program Files (x86)\Nmap\zenmap\bin\pythonw.exe	C:\Program Files (x86)\Nmap\zenmap\bin\pythonw.exe
kept	-	auth-kept	program-files	Command-line interactive SFTP client	D:\Program Files\PuTTY\psftp.exe	D:\Program Files\PuTTY\psftp.exe
kept	-	auth-kept	program-files	Apache Commons Daemon Service Runner	C:\Program Files\Apache Software Foundation\Tomcat 11.0\bin\Tomcat11.exe	C:\Program Files\Apache Software Foundation\Tomcat 11.0\bin\Tomcat11.exe
kept	-	auth-kept	program-files	Battle.net Launcher	C:\Program Files (x86)\Battle.net\Battle.net Launcher.exe	C:\Program Files (x86)\Battle.net\Battle.net Launcher.exe
kept	-	auth-kept	program-files	Remoted iOS Simulator for Visual Studio	C:\Program Files (x86)\Visual Studio\Shared\RemotedSimulator\VisualStudio.Remoted.Simulator.exe	C:\Program Files (x86)\Visual Studio\Shared\RemotedSimulator\VisualStudio.Remoted.Simulator.exe
kept	-	auth-kept	program-files	LightingService	C:\Program Files (x86)\LightingService\LightingService.exe	C:\Program Files (x86)\LightingService\LightingService.exe
kept	-	auth-kept	program-files	360安全卫士 木马防火墙	C:\Program Files (x86)\360\360safe\safemon\360SPTool.exe	C:\Program Files (x86)\360\360safe\safemon\360SPTool.exe
kept	-	auth-kept	start-menu	数据维护工具	D:\zd_hlzq\NodeTool.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\华林证券金融终端\数据维护工具.lnk
filtered	5-system-tool	auth-filtered	start-menu	使用你的计算机连接至位于其他位置的计算机并运行程序或访问文件。	C:\WINDOWS\system32\mstsc.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Remote Desktop Connection.lnk
kept	-	auth-kept	start-menu	Configure Tomcat	C:\Program Files\Apache Software Foundation\Tomcat 11.0\bin\Tomcat11w.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Apache Tomcat 11.0 Tomcat11\Configure Tomcat.lnk
kept	-	auth-kept	program-files	FileOperator	C:\Program Files (x86)\ASUS\ASUS\ROG Live Service\FileOperator.exe	C:\Program Files (x86)\ASUS\ASUS\ROG Live Service\FileOperator.exe
filtered	2-excluded-name	auth-filtered	program-files	360安全卫士升级程序	C:\Program Files (x86)\360\360safe\modules\360fab.exe	C:\Program Files (x86)\360\360safe\modules\360fab.exe
kept	-	auth-kept	program-files	AsIO3 Driver	C:\Program Files (x86)\ASUS\AsusCertService\1.2.41\AsusCertService.exe	C:\Program Files (x86)\ASUS\AsusCertService\1.2.41\AsusCertService.exe
kept	-	auth-kept	program-files	unlink	D:\Program Files\Git\usr\bin\unlink.exe	D:\Program Files\Git\usr\bin\unlink.exe
filtered	2-excluded-name	auth-filtered	program-files	AC_FDSHelper	C:\Program Files\ASUS\ARMOURY CRATE Service\AC_FDSPlugin\AC_FDSHelper.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\AC_FDSPlugin\AC_FDSHelper.exe
kept	-	auth-kept	program-files	AsusScreenPadMaxOOBEVideo	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenPadMaxOOBEVideo.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenPadMaxOOBEVideo.exe
kept	-	auth-kept	program-files	SUPLoggerCtl	C:\Program Files\AndrowsBox\SUPLoggerCtl.exe	C:\Program Files\AndrowsBox\SUPLoggerCtl.exe
kept	-	auth-kept	program-files	GlideX Clipboard	C:\Program Files\ASUS\GlideX\GlideXClipboard.exe	C:\Program Files\ASUS\GlideX\GlideXClipboard.exe
filtered	2-excluded-name	auth-filtered	program-files	InstallationInformation	C:\Program Files (x86)\ASUS\ASUS\ARMOURY CRATE Service\ArmouryCrate.InstallationInformation.exe	C:\Program Files (x86)\ASUS\ASUS\ARMOURY CRATE Service\ArmouryCrate.InstallationInformation.exe
filtered	2-excluded-name	auth-filtered	program-files	VMware network install library executable	C:\Program Files (x86)\Common Files\VMware\USB\vnetlib.exe	C:\Program Files (x86)\Common Files\VMware\USB\vnetlib.exe
kept	-	auth-kept	program-files	false	D:\Program Files\Git\usr\bin\false.exe	D:\Program Files\Git\usr\bin\false.exe
kept	-	auth-kept	program-files	gpg-disable-keyboxd	C:\Program Files\GnuPG\bin\gpg-disable-keyboxd.bat	C:\Program Files\GnuPG\bin\gpg-disable-keyboxd.bat
kept	-	auth-kept	start-menu	九方智投	D:\jfztADV\YinStationADV.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\九方智投\九方智投.lnk
kept	-	auth-kept	program-files	Microsoft Tablet PC Component	C:\Program Files (x86)\Common Files\Microsoft Shared\ink\pipanel.exe	C:\Program Files (x86)\Common Files\Microsoft Shared\ink\pipanel.exe
kept	-	auth-kept	program-files	CheckStatus	C:\Program Files\Npcap\CheckStatus.bat	C:\Program Files\Npcap\CheckStatus.bat
kept	-	auth-kept	program-files	gpgme-json	C:\Program Files\Gpg4win\bin_32\gpgme-json.exe	C:\Program Files\Gpg4win\bin_32\gpgme-json.exe
kept	-	auth-kept	program-files	EIS Registration Application	C:\Program Files (x86)\Canon\EISRegistration\eisregistration.exe	C:\Program Files (x86)\Canon\EISRegistration\eisregistration.exe
kept	-	auth-kept	program-files	git-lfs	D:\Program Files\Git\mingw64\bin\git-lfs.exe	D:\Program Files\Git\mingw64\bin\git-lfs.exe
kept	-	auth-kept	program-files	SQL External minidumper	C:\Program Files\Microsoft Analysis Services\AS OLEDB\140\SQLDumper.exe	C:\Program Files\Microsoft Analysis Services\AS OLEDB\140\SQLDumper.exe
filtered	5-system-tool	auth-filtered	start-menu	优化卷上的文件和碎片，使计算机运行的更快更有效。	C:\WINDOWS\system32\dfrgui.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\dfrgui.lnk
kept	-	auth-kept	program-files	Microsoft Windows Performance Recorder	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\WPRUI.exe	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\WPRUI.exe
kept	-	auth-kept	program-files	grep	D:\Program Files\Git\usr\bin\grep.exe	D:\Program Files\Git\usr\bin\grep.exe
kept	-	auth-kept	program-files	ASUS Hotplug Controller	C:\Program Files (x86)\ASUS\ASUS\ASUS Hotplug Controller\AsHotplugCtrl.exe	C:\Program Files (x86)\ASUS\ASUS\ASUS Hotplug Controller\AsHotplugCtrl.exe
kept	-	auth-kept	program-files	reset	D:\Program Files\Git\usr\bin\reset.exe	D:\Program Files\Git\usr\bin\reset.exe
filtered	4-not-executable-target	auth-filtered	start-menu	哔哩哔哩官网	https://www.bilibili.com/?from_start_menu	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\哔哩哔哩\哔哩哔哩官网.url
kept	-	auth-kept	program-files	sha1sum	D:\Program Files\Git\usr\bin\sha1sum.exe	D:\Program Files\Git\usr\bin\sha1sum.exe
kept	-	auth-kept	start-menu	Android Studio	C:\Program Files\Android\Android Studio\bin\studio64.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Android Studio\Android Studio.lnk
kept	-	auth-kept	program-files	ptx	D:\Program Files\Git\usr\bin\ptx.exe	D:\Program Files\Git\usr\bin\ptx.exe
kept	-	auth-kept	program-files	Dumpcap	D:\Program Files\Wireshark\dumpcap.exe	D:\Program Files\Wireshark\dumpcap.exe
kept	-	auth-kept	program-files	Microsoft Office Application Guard	C:\Program Files\Microsoft Office\root\Office16\officeappguardwin32.exe	C:\Program Files\Microsoft Office\root\Office16\officeappguardwin32.exe
filtered	2-excluded-name	auth-filtered	program-files	Microsoft DirectX Setup	D:\Program Files\Genshin Impact\DXSETUP\DXSETUP.exe	D:\Program Files\Genshin Impact\DXSETUP\DXSETUP.exe
kept	-	auth-kept	program-files	getprocaddr32	D:\Program Files\Git\usr\libexec\getprocaddr32.exe	D:\Program Files\Git\usr\libexec\getprocaddr32.exe
kept	-	auth-kept	program-files	gpg-error	D:\Program Files\Git\usr\bin\gpg-error.exe	D:\Program Files\Git\usr\bin\gpg-error.exe
kept	-	auth-kept	program-files	PUTMDF	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\PUTMDF.EXE	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\PUTMDF.EXE
kept	-	auth-kept	program-files	runcon	D:\Program Files\Git\usr\bin\runcon.exe	D:\Program Files\Git\usr\bin\runcon.exe
kept	-	auth-kept	program-files	Docker Desktop Backend	C:\Program Files\Docker\Docker\resources\com.docker.backend.exe	C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
filtered	2-excluded-name	auth-filtered	program-files	VSCode Inno Updater	C:\Users\17822\AppData\Local\Programs\CodeBuddy CN\tools\inno_updater.exe	C:\Users\17822\AppData\Local\Programs\CodeBuddy CN\tools\inno_updater.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\serialver.exe	C:\Program Files\Java\jdk-17\bin\serialver.exe
kept	-	auth-kept	program-files	Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.27.29016	D:\Program Files\Genshin Impact\vc_redist.x64.exe	D:\Program Files\Genshin Impact\vc_redist.x64.exe
kept	-	auth-kept	start-menu	Microsoft Visual Studio 2022	D:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2022.lnk
filtered	2-excluded-name	auth-filtered	program-files	Microsoft Edge COM Registration Helper ARM64	C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.265.7\MicrosoftEdgeComRegisterShellARM64.exe	C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.265.7\MicrosoftEdgeComRegisterShellARM64.exe
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\152.0.4191.66\msedge.exe	C:\Program Files (x86)\Microsoft\EdgeCore\152.0.4191.66\msedge.exe
kept	-	auth-kept	program-files	cmp	D:\Program Files\Git\usr\bin\cmp.exe	D:\Program Files\Git\usr\bin\cmp.exe
kept	-	auth-kept	start-menu	Qoder	C:\Users\17822\AppData\Local\Programs\Qoder\Qoder.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Qoder\Qoder.lnk
kept	-	auth-kept	program-files	原神	D:\Program Files\Genshin Impact\updateProgram\Update.exe	D:\Program Files\Genshin Impact\updateProgram\Update.exe
filtered	5-system-tool	auth-filtered	program-files	Microsoft Malware Protection DLP Command Line Utility	C:\Program Files\Windows Defender\MpDlpCmd.exe	C:\Program Files\Windows Defender\MpDlpCmd.exe
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\elevated_tracing_service.exe	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\elevated_tracing_service.exe
filtered	2-excluded-name	auth-filtered	start-menu	Virtual USB Help	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\HELP\USB.chm	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Proteus 8 Professional\Virtual USB\Virtual USB Help.lnk
kept	-	auth-kept	program-files	Qt Linguist	D:\Program Files\Cisco Packet Tracer 8.2.2\bin\linguist.exe	D:\Program Files\Cisco Packet Tracer 8.2.2\bin\linguist.exe
kept	-	auth-kept	program-files	comm	D:\Program Files\Git\usr\bin\comm.exe	D:\Program Files\Git\usr\bin\comm.exe
kept	-	auth-kept	program-files	ssp	D:\Program Files\Git\usr\bin\ssp.exe	D:\Program Files\Git\usr\bin\ssp.exe
kept	-	auth-kept	program-files	GlideX Service	C:\Program Files\ASUS\GlideX\GlideXService.exe	C:\Program Files\ASUS\GlideX\GlideXService.exe
kept	-	auth-kept	program-files	Service Broker Diagnostic Utility	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\ssbdiagnose.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\ssbdiagnose.exe
kept	-	auth-kept	program-files	腾讯应用宝移动应用引擎	D:\Program Files\Tencent\Androws\Application\AndrowsLauncher.exe	D:\Program Files\Tencent\Androws\Application\AndrowsLauncher.exe
kept	-	auth-kept	program-files	WiX Toolset Lux Test Runner	C:\Program Files (x86)\WiX Toolset v3.11\bin\nit.exe	C:\Program Files (x86)\WiX Toolset v3.11\bin\nit.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\javac.exe	C:\Program Files\Java\jdk-17\bin\javac.exe
kept	-	auth-kept	program-files	TShark	D:\Program Files\Wireshark\tshark.exe	D:\Program Files\Wireshark\tshark.exe
kept	-	auth-kept	program-files	VirtualBox Headless Frontend	C:\Program Files\ldplayer9box\Ld9BoxHeadless.exe	C:\Program Files\ldplayer9box\Ld9BoxHeadless.exe
kept	-	auth-kept	program-files	The Official Unity Hub	C:\Program Files\Unity Hub\Uninstall Unity Hub.exe	C:\Program Files\Unity Hub\Uninstall Unity Hub.exe
kept	-	auth-kept	program-files	setfacl	D:\Program Files\Git\usr\bin\setfacl.exe	D:\Program Files\Git\usr\bin\setfacl.exe
kept	-	auth-kept	program-files	Dump64	C:\Program Files (x86)\Microsoft Visual Studio\Installer\Feedback\dump64a.exe	C:\Program Files (x86)\Microsoft Visual Studio\Installer\Feedback\dump64a.exe
kept	-	auth-kept	program-files	Git for Windows	D:\Program Files\Git\cmd\tig.exe	D:\Program Files\Git\cmd\tig.exe
kept	-	auth-kept	program-files	git-askyesno	D:\Program Files\Git\mingw64\bin\git-askyesno.exe	D:\Program Files\Git\mingw64\bin\git-askyesno.exe
kept	-	auth-kept	program-files	docker-mcp	C:\Program Files\Docker\cli-plugins\docker-mcp.exe	C:\Program Files\Docker\cli-plugins\docker-mcp.exe
kept	-	auth-kept	program-files	GameInput Redist Service	C:\Program Files\Microsoft GameInput\x64\GameInputRedistService.exe	C:\Program Files\Microsoft GameInput\x64\GameInputRedistService.exe
kept	-	auth-kept	program-files	AsusScreenXpertReunion	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertReunion.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertReunion.exe
kept	-	auth-kept	program-files	SqlWtsn	C:\Program Files\Microsoft SQL Server\160\Shared\SqlWtsn.exe	C:\Program Files\Microsoft SQL Server\160\Shared\SqlWtsn.exe
kept	-	auth-kept	program-files	Visual Studio Remote Debugger Configuration Wizard	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\rdbgwiz.exe	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\rdbgwiz.exe
kept	-	auth-kept	program-files	.NET Host	C:\Program Files (x86)\dotnet\dotnet.exe	C:\Program Files (x86)\dotnet\dotnet.exe
kept	-	auth-kept	program-files	Microsoft Office Click-to-Run Client	C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeC2RClient.exe	C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeC2RClient.exe
kept	-	auth-kept	program-files	Skype for Business	C:\Program Files\Microsoft Office\root\Office16\AppSharingHookController64.exe	C:\Program Files\Microsoft Office\root\Office16\AppSharingHookController64.exe
kept	-	auth-kept	program-files	funzip	D:\Program Files\Git\usr\bin\funzip.exe	D:\Program Files\Git\usr\bin\funzip.exe
kept	-	auth-kept	program-files	WiX Toolset Melter	C:\Program Files (x86)\WiX Toolset v3.11\bin\melt.exe	C:\Program Files (x86)\WiX Toolset v3.11\bin\melt.exe
kept	-	auth-kept	program-files	360安全卫士 木马防火墙模块	C:\Program Files (x86)\360\360safe\safemon\360Toasts.exe	C:\Program Files (x86)\360\360safe\safemon\360Toasts.exe
kept	-	auth-kept	program-files	Elevate	D:\Program Files\Tuanjie Hub\resources\elevate.exe	D:\Program Files\Tuanjie Hub\resources\elevate.exe
kept	-	auth-kept	program-files	basename	D:\Program Files\Git\usr\bin\basename.exe	D:\Program Files\Git\usr\bin\basename.exe
filtered	4-not-executable-target	auth-filtered	start-menu	Node.js website	https://nodejs.org/	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Node.js\Node.js website.url
kept	-	auth-kept	program-files	360安全卫士 会员中心模块	C:\Program Files (x86)\360\360safe\Utils\360UHelper.exe	C:\Program Files (x86)\360\360safe\Utils\360UHelper.exe
kept	-	auth-kept	program-files	TODO: <File description>	C:\Program Files\ASUS\AacAmbientHal\AacAmbientKeyScanner.exe	C:\Program Files\ASUS\AacAmbientHal\AacAmbientKeyScanner.exe
filtered	5-system-tool	auth-filtered	start-menu	在屏幕上实时显示字幕音频和视频。	C:\WINDOWS\system32\LiveCaptions.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\LiveCaptions.lnk
filtered	2-excluded-name	auth-filtered	program-files	Microsoft Office SDX Helper	C:\Program Files\Microsoft Office\root\Office16\SDXHelper.exe	C:\Program Files\Microsoft Office\root\Office16\SDXHelper.exe
kept	-	auth-kept	program-files	Microsoft Office component	C:\Program Files\Microsoft Office\root\Office16\WORDICON.EXE	C:\Program Files\Microsoft Office\root\Office16\WORDICON.EXE
filtered	2-excluded-name	auth-filtered	start-menu	创建精美的文档、轻松地与其他人共用并体验阅读。	C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Word.lnk
kept	-	auth-kept	program-files	SQL Server VSS Writer - 64 Bit	C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe	C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe
filtered	2-excluded-name	auth-filtered	start-menu	Uninstall	C:\Program Files\Tesseract-OCR\tesseract-uninstall.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Tesseract-OCR\Uninstall.lnk
kept	-	auth-kept	program-files	pyiceberg	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\pyiceberg.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\pyiceberg.exe
kept	-	auth-kept	program-files	start-ssh-agent	D:\Program Files\Git\cmd\start-ssh-agent.cmd	D:\Program Files\Git\cmd\start-ssh-agent.cmd
kept	-	auth-kept	program-files	ldh	D:\Program Files\Git\usr\bin\ldh.exe	D:\Program Files\Git\usr\bin\ldh.exe
kept	-	auth-kept	program-files	Web Deploy	C:\Program Files\IIS\Microsoft Web Deploy V3\msdeploy.exe	C:\Program Files\IIS\Microsoft Web Deploy V3\msdeploy.exe
filtered	2-excluded-name	auth-filtered	start-menu	WiX Documentation	C:\Windows\Installer\{418A9CFC-FC20-4FAD-8A81-20193809DE01}\WixSetupIcons.ico	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\WiX Toolset v3.11\WiX Documentation.lnk
