verdict	reason	authoritative	engineSource	resolvedName	resolvedTarget	path
filtered	2-excluded-name	auth-filtered	program-files	Visual Studio Setup Layout Tool	C:\Program Files (x86)\Microsoft Visual Studio\Installer\vs_layout.exe	C:\Program Files (x86)\Microsoft Visual Studio\Installer\vs_layout.exe
kept	-	auth-kept	program-files	Outlook Conflict Note	C:\Program Files\Microsoft Office\root\Office16\CNFNOT32.EXE	C:\Program Files\Microsoft Office\root\Office16\CNFNOT32.EXE
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\kinit.exe	C:\Program Files\Java\jdk-17\bin\kinit.exe
filtered	2-excluded-name	auth-filtered	start-menu	Cisco Packet Tracer Help	D:\Program Files\Cisco Packet Tracer 8.2.2\help\default\index.htm	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Cisco Packet Tracer\Cisco Packet Tracer Help.lnk
filtered	4-not-executable-target	auth-filtered	start-menu	意见反馈	D:\Program Files (x86)\SogouInput\16.8.0.5194\Sogou Feedback.url	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\搜狗输入法\链接\意见反馈.lnk
kept	-	auth-kept	program-files	SQL Server Replication QueueReader Agent	C:\Program Files\Microsoft SQL Server\160\COM\qrdrsvc.exe	C:\Program Files\Microsoft SQL Server\160\COM\qrdrsvc.exe
filtered	5-system-tool	auth-filtered	program-files	Windows 媒体播放器网络共享服务配置应用程序	C:\Program Files\Windows Media Player\wmpnscfg.exe	C:\Program Files\Windows Media Player\wmpnscfg.exe
kept	-	auth-kept	program-files	tstVMREQ	C:\Program Files\ldplayer9box\tstVMREQ.exe	C:\Program Files\ldplayer9box\tstVMREQ.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\jrunscript.exe	C:\Program Files\Java\jdk-24\bin\jrunscript.exe
kept	-	auth-kept	program-files	VBoxBugReport	C:\Program Files\AndrowsBox\VBoxBugReport.exe	C:\Program Files\AndrowsBox\VBoxBugReport.exe
kept	-	auth-kept	program-files	OSPPREARM	C:\Program Files\Microsoft Office\root\Office16\OSPPREARM.EXE	C:\Program Files\Microsoft Office\root\Office16\OSPPREARM.EXE
kept	-	auth-kept	program-files	watchgnupg	D:\Program Files\Git\usr\bin\watchgnupg.exe	D:\Program Files\Git\usr\bin\watchgnupg.exe
kept	-	auth-kept	program-files	VBoxAutostartSvc	C:\Program Files\ldplayer9box\VBoxAutostartSvc.exe	C:\Program Files\ldplayer9box\VBoxAutostartSvc.exe
kept	-	auth-kept	program-files	GPLed program for Windows	D:\Program Files\Git\mingw64\bin\printf_ngettext.exe	D:\Program Files\Git\mingw64\bin\printf_ngettext.exe
kept	-	auth-kept	program-files	bash	D:\Program Files\Git\usr\bin\bash.exe	D:\Program Files\Git\usr\bin\bash.exe
kept	-	auth-kept	start-menu	Start MobaXterm	D:\Program Files (x86)\Mobatek\MobaXterm\MobaXterm.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\MobaXterm\MobaXterm.lnk
filtered	2-excluded-name	auth-filtered	program-files	VMware Tools Upgrader	C:\Program Files (x86)\VMware\VMware Workstation\tools-upgraders\VMwareToolsUpgrader9x.exe	C:\Program Files (x86)\VMware\VMware Workstation\tools-upgraders\VMwareToolsUpgrader9x.exe
kept	-	auth-kept	program-files	wpa	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\wpa.exe	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\wpa.exe
kept	-	auth-kept	program-files	360安全卫士 系统防黑加固模块	C:\Program Files (x86)\360\360safe\Utils\360HImmu.exe	C:\Program Files (x86)\360\360safe\Utils\360HImmu.exe
kept	-	auth-kept	program-files	Blender	D:\Program Files\Blender Foundation\Blender 3.6\blender.exe	D:\Program Files\Blender Foundation\Blender 3.6\blender.exe
kept	-	auth-kept	program-files	hmac256	D:\Program Files\Git\usr\bin\hmac256.exe	D:\Program Files\Git\usr\bin\hmac256.exe
kept	-	auth-kept	program-files	tsort	D:\Program Files\Git\usr\bin\tsort.exe	D:\Program Files\Git\usr\bin\tsort.exe
kept	-	auth-kept	program-files	getconf	D:\Program Files\Git\usr\bin\getconf.exe	D:\Program Files\Git\usr\bin\getconf.exe
kept	-	auth-kept	program-files	GnuPG’s IPC tool	C:\Program Files\GnuPG\bin\gpg-connect-agent.exe	C:\Program Files\GnuPG\bin\gpg-connect-agent.exe
kept	-	auth-kept	program-files	profiler	C:\Program Files\Android\Android Studio\bin\profiler.exe	C:\Program Files\Android\Android Studio\bin\profiler.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\keytool.exe	C:\Program Files\Java\jdk-17\bin\keytool.exe
kept	-	auth-kept	program-files	sum	D:\Program Files\Git\usr\bin\sum.exe	D:\Program Files\Git\usr\bin\sum.exe
filtered	2-excluded-name	auth-filtered	program-files	EpicOnlineServices - Update	C:\Program Files (x86)\Epic Games\Epic Online Services\EpicOnlineServices - Update.cmd	C:\Program Files (x86)\Epic Games\Epic Online Services\EpicOnlineServices - Update.cmd
kept	-	auth-kept	program-files	ARMOURY CRATE DenoiseAI	C:\Program Files\ASUS\ARMOURY CRATE Service\DenoiseAIPlugin\ArmouryCrate.DenoiseAI.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\DenoiseAIPlugin\ArmouryCrate.DenoiseAI.exe
kept	-	auth-kept	program-files	Encrypt & Decrypt rog content platform resource's program	C:\Program Files\ASUS\ARMOURY CRATE Service\ACStorePlugin\packager.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\ACStorePlugin\packager.exe
kept	-	auth-kept	program-files	unzipsfx	D:\Program Files\Git\usr\bin\unzipsfx.exe	D:\Program Files\Git\usr\bin\unzipsfx.exe
kept	-	auth-kept	program-files	bunzip2	D:\Program Files\Git\usr\bin\bunzip2.exe	D:\Program Files\Git\usr\bin\bunzip2.exe
kept	-	auth-kept	program-files	Microsoft Office component	C:\Program Files\Microsoft Office\root\Office16\MSOHTMED.EXE	C:\Program Files\Microsoft Office\root\Office16\MSOHTMED.EXE
filtered	5-system-tool	auth-filtered	start-menu	Open Visual Studio 2022 Tools Command Prompt for targeting x86	C:\Windows\System32\cmd.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2022\Visual Studio Tools\VC\x86 Native Tools Command Prompt for VS 2022 (2).lnk
kept	-	auth-kept	program-files	nohup	D:\Program Files\Git\usr\bin\nohup.exe	D:\Program Files\Git\usr\bin\nohup.exe
kept	-	auth-kept	program-files	SSH, Telnet, Rlogin, and SUPDUP client	D:\Program Files\PuTTY\putty.exe	D:\Program Files\PuTTY\putty.exe
kept	-	auth-kept	program-files	dirmngr	D:\Program Files\Git\usr\bin\dirmngr.exe	D:\Program Files\Git\usr\bin\dirmngr.exe
kept	-	auth-kept	program-files	winpath	C:\Program Files\Tesseract-OCR\winpath.exe	C:\Program Files\Tesseract-OCR\winpath.exe
filtered	2-excluded-name	auth-filtered	program-files	nvinstall	C:\Program Files\NVIDIA Corporation\FrameViewSDK\etw_nv\nvinstall.cmd	C:\Program Files\NVIDIA Corporation\FrameViewSDK\etw_nv\nvinstall.cmd
filtered	2-excluded-name	auth-filtered	program-files	SUPInstall	C:\Program Files\AndrowsBox\SUPInstall.exe	C:\Program Files\AndrowsBox\SUPInstall.exe
kept	-	auth-kept	program-files	AsusROGLSLService	C:\Program Files (x86)\ASUS\AsusROGLSLService\AsusROGLSLService.exe	C:\Program Files (x86)\ASUS\AsusROGLSLService\AsusROGLSLService.exe
kept	-	auth-kept	program-files	mkdir	D:\Program Files\Git\usr\bin\mkdir.exe	D:\Program Files\Git\usr\bin\mkdir.exe
kept	-	auth-kept	program-files	ArmouryCrate.AppServiceBridge	C:\Program Files (x86)\ASUS\ASUS\ARMOURY CRATE Service\ArmouryCrate.AppServiceBridge.exe	C:\Program Files (x86)\ASUS\ASUS\ARMOURY CRATE Service\ArmouryCrate.AppServiceBridge.exe
filtered	2-excluded-name	auth-filtered	program-files	uninstall	C:\Program Files\QuarkUpdater\QuarkUpdater\1.0.0.21\uninstall.cmd	C:\Program Files\QuarkUpdater\QuarkUpdater\1.0.0.21\uninstall.cmd
kept	-	auth-kept	program-files	UNINST	C:\Program Files (x86)\Canon\EISRegistration\uninst.exe	C:\Program Files (x86)\Canon\EISRegistration\uninst.exe
kept	-	auth-kept	start-menu	小黑盒加速器	D:\Program Files (x86)\Steam\steamapps\common\HeyboxAccelerator\Qingfeng\HeyboxAccelerator\heyboxacc.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Qingfeng\HeyboxAccelerator\小黑盒加速器.lnk
kept	-	auth-kept	program-files	env	D:\Program Files\Git\usr\bin\env.exe	D:\Program Files\Git\usr\bin\env.exe
kept	-	auth-kept	start-menu	创建有影响力的专业级出版物。	C:\Program Files\Microsoft Office\root\Office16\MSPUB.EXE	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Publisher.lnk
kept	-	auth-kept	program-files	PROSPICE Simulation Module	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\PROSPICE.EXE	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\PROSPICE.EXE
kept	-	auth-kept	program-files	rm	D:\Program Files\Git\usr\bin\rm.exe	D:\Program Files\Git\usr\bin\rm.exe
filtered	5-system-tool	auth-filtered	start-menu	管理 COM+ 应用程序、COM 和 DCOM 系统配置，以及分布式事务处理协调器。	C:\WINDOWS\system32\comexp.msc	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Component Services.lnk
kept	-	auth-kept	program-files	pluginviewer	D:\Program Files\Git\usr\bin\pluginviewer.exe	D:\Program Files\Git\usr\bin\pluginviewer.exe
kept	-	auth-kept	program-files	ResourceMonitorOSD	C:\Program Files\ASUS\ARMOURY CRATE Service\ThrottleMonitorPlugin\ResourceMonitorOSD.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\ThrottleMonitorPlugin\ResourceMonitorOSD.exe
kept	-	auth-kept	program-files	gpgol-server	C:\Program Files\Gpg4win\bin\gpgol-server.exe	C:\Program Files\Gpg4win\bin\gpgol-server.exe
filtered	2-excluded-name	auth-filtered	program-files	PwaHelper executable for Identity Proxy	C:\Program Files (x86)\Microsoft\Edge\Application\pwahelper.exe	C:\Program Files (x86)\Microsoft\Edge\Application\pwahelper.exe
filtered	5-system-tool	auth-filtered	start-menu	Open Visual Studio 2022 Tools Command Prompt for targeting x86 with x64-hosted tools	C:\Windows\System32\cmd.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2022\Visual Studio Tools\VC\x64_x86 Cross Tools Command Prompt for VS 2022 (2).lnk
filtered	2-excluded-name	auth-filtered	program-files	install	D:\Program Files\Oray\SunLogin\SunloginClient\install.bat	D:\Program Files\Oray\SunLogin\SunloginClient\install.bat
kept	-	auth-kept	program-files	360压缩	C:\Program Files (x86)\360\360zip\360ZipMgrTray.exe	C:\Program Files (x86)\360\360zip\360ZipMgrTray.exe
filtered	2-excluded-name	auth-filtered	program-files	Web Deploy Readme	http://go.microsoft.com/?linkid=9804444	C:\Program Files\IIS\Microsoft Web Deploy V3\Web Deploy Readme.url
filtered	2-excluded-name	auth-filtered	program-files	!Install iSlideTools as Admin Without Shim	C:\Program Files (x86)\iSlide Tools\!Install iSlideTools as Admin Without Shim.bat	C:\Program Files (x86)\iSlide Tools\!Install iSlideTools as Admin Without Shim.bat
filtered	2-excluded-name	auth-filtered	start-menu	iSlide 帮助	https://qr10.cn/EeT3FJ	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\iSlide Tools\iSlide 帮助.url
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\notification_helper.exe	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\notification_helper.exe
kept	-	auth-kept	program-files	Performance Analyzer Command Line	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\xperf.exe	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\xperf.exe
kept	-	auth-kept	program-files	pyftsubset	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\pyftsubset.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\pyftsubset.exe
kept	-	auth-kept	program-files	captoinfo	D:\Program Files\Git\usr\bin\captoinfo.exe	D:\Program Files\Git\usr\bin\captoinfo.exe
filtered	4-not-executable-target	auth-filtered	program-files	DesktopAppsSamples	http://go.microsoft.com/fwlink/p/?LinkID=529573	C:\Program Files (x86)\Windows Kits\10\Shortcuts\DesktopAppsSamples.url
kept	-	auth-kept	program-files	GPLed program for Windows	D:\Program Files\Git\mingw64\bin\gettext.exe	D:\Program Files\Git\mingw64\bin\gettext.exe
kept	-	auth-kept	program-files	isympy	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\isympy.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\isympy.exe
filtered	2-excluded-name	auth-filtered	program-files	Microsoft Office Help Viewer	C:\Program Files\Microsoft Office\root\Office16\CLVIEW.EXE	C:\Program Files\Microsoft Office\root\Office16\CLVIEW.EXE
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\cookie_exporter.exe	C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\cookie_exporter.exe
kept	-	auth-kept	program-files	infocmp	D:\Program Files\Git\usr\bin\infocmp.exe	D:\Program Files\Git\usr\bin\infocmp.exe
filtered	5-system-tool	auth-filtered	start-menu	Open Visual Studio 2022 Tools Command Prompt for targeting x64	C:\Windows\System32\cmd.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2022\Visual Studio Tools\VC\x64 Native Tools Command Prompt for VS 2022.lnk
filtered	4-not-executable-target	auth-filtered	program-files	Release_Notes	http://go.microsoft.com/fwlink/?LinkId=207675	C:\Program Files\IIS Express\Release_Notes.url
kept	-	auth-kept	program-files	原神	D:\Program Files\Genshin Impact bilibili\1.18.0.380\7z.exe	D:\Program Files\Genshin Impact bilibili\1.18.0.380\7z.exe
kept	-	auth-kept	program-files	dircolors	D:\Program Files\Git\usr\bin\dircolors.exe	D:\Program Files\Git\usr\bin\dircolors.exe
filtered	2-excluded-name	auth-filtered	program-files	UWPAppsToolsDocumentation	http://go.microsoft.com/fwlink/?LinkId=529577	C:\Program Files (x86)\Windows Kits\10\Shortcuts\UWPAppsToolsDocumentation.url
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\msedge.exe	C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\msedge.exe
filtered	2-excluded-name	auth-filtered	program-files	VMware network install library executable	C:\Program Files (x86)\VMware\VMware Workstation\vnetlib64.exe	C:\Program Files (x86)\VMware\VMware Workstation\vnetlib64.exe
kept	-	auth-kept	program-files	minizip	D:\Program Files\Cisco Packet Tracer 8.2.2\bin\minizip.exe	D:\Program Files\Cisco Packet Tracer 8.2.2\bin\minizip.exe
filtered	5-system-tool	auth-filtered	start-menu	允许在一个或多个林内管理整个站点、域和组织单元的组策略。	C:\WINDOWS\system32\mmc.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Group Policy Management.lnk
kept	-	auth-kept	program-files	symcachegen	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\symcachegen.exe	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\symcachegen.exe
kept	-	auth-kept	program-files	ncat	C:\Program Files (x86)\Nmap\ncat.exe	C:\Program Files (x86)\Nmap\ncat.exe
kept	-	auth-kept	start-menu	哔哩哔哩.lnk	D:\Program Files\Tencent\Androws\Application\AndrowsLauncher.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\哔哩哔哩.lnk
kept	-	auth-kept	program-files	Git for Windows	D:\Program Files\Git\cmd\git-gui.exe	D:\Program Files\Git\cmd\git-gui.exe
kept	-	auth-kept	program-files	mount	D:\Program Files\Git\usr\bin\mount.exe	D:\Program Files\Git\usr\bin\mount.exe
kept	-	auth-kept	program-files	lzmadec decompression tool for .lzma files	D:\Program Files\Git\mingw64\bin\lzmadec.exe	D:\Program Files\Git\mingw64\bin\lzmadec.exe
kept	-	auth-kept	program-files	gpgparsemail	D:\Program Files\Git\usr\bin\gpgparsemail.exe	D:\Program Files\Git\usr\bin\gpgparsemail.exe
filtered	2-excluded-name	auth-filtered	program-files	VMware 64-bit Install Utility	C:\Program Files (x86)\VMware\VMware Workstation\drvInst64.exe	C:\Program Files (x86)\VMware\VMware Workstation\drvInst64.exe
filtered	2-excluded-name	auth-filtered	program-files	Firefox Software Updater	C:\Program Files\Mozilla Firefox\updater.exe	C:\Program Files\Mozilla Firefox\updater.exe
kept	-	auth-kept	program-files	load	C:\Program Files\ldplayer9box\load.cmd	C:\Program Files\ldplayer9box\load.cmd
kept	-	auth-kept	program-files	Microsoft Edge PWA Launcher	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\msedge_pwa_launcher.exe	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\msedge_pwa_launcher.exe
kept	-	auth-kept	program-files	uninst	D:\Program Files\Live2D Cubism 4.1\uninst.exe	D:\Program Files\Live2D Cubism 4.1\uninst.exe
filtered	2-excluded-name	auth-filtered	program-files	Qoder Inno Updater	C:\Users\17822\AppData\Local\Programs\Qoder\tools\inno_updater.exe	C:\Users\17822\AppData\Local\Programs\Qoder\tools\inno_updater.exe
kept	-	auth-kept	program-files	vshost.exe	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\vshost.exe	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\vshost.exe
filtered	2-excluded-name	auth-filtered	start-menu	Application Verifier Help (external)	C:\Windows\System32\appverif.chm	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Kits\Application Verifier (X64)\Application Verifier Help.lnk
filtered	2-excluded-name	auth-filtered	program-files	NetLwfInstall	C:\Program Files\ldplayer9box\NetLwfInstall.exe	C:\Program Files\ldplayer9box\NetLwfInstall.exe
kept	-	auth-kept	program-files	iSlideTools.App	C:\Program Files (x86)\iSlide Tools\iSlideTools.App.exe	C:\Program Files (x86)\iSlide Tools\iSlideTools.App.exe
kept	-	auth-kept	program-files	Microsoft PDF Reflow	C:\Program Files\Microsoft Office\root\Office16\PDFREFLOW.EXE	C:\Program Files\Microsoft Office\root\Office16\PDFREFLOW.EXE
filtered	4-not-executable-target	auth-filtered	start-menu	官方网站	D:\Program Files (x86)\SogouInput\16.8.0.5194\Sogou Pinyin Ime.url	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\搜狗输入法\链接\官方网站.lnk
filtered	2-excluded-name	auth-filtered	program-files	show_third_party_software_licenses	C:\Program Files (x86)\Microsoft\EdgeCore\152.0.4191.66\show_third_party_software_licenses.bat	C:\Program Files (x86)\Microsoft\EdgeCore\152.0.4191.66\show_third_party_software_licenses.bat
kept	-	auth-kept	program-files	gpg-connect-agent	D:\Program Files\Git\usr\bin\gpg-connect-agent.exe	D:\Program Files\Git\usr\bin\gpg-connect-agent.exe
kept	-	auth-kept	program-files	腾讯应用宝移动应用引擎	D:\Program Files\Tencent\Androws\Application\Uninstall.exe	D:\Program Files\Tencent\Androws\Application\Uninstall.exe
kept	-	auth-kept	program-files	ASUS ScreenXpert	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenPadMaxWallpaper.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenPadMaxWallpaper.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\jstack.exe	C:\Program Files\Java\jdk-24\bin\jstack.exe
kept	-	auth-kept	program-files	xmlwf	D:\Program Files\Git\mingw64\bin\xmlwf.exe	D:\Program Files\Git\mingw64\bin\xmlwf.exe
filtered	5-system-tool	auth-filtered	start-menu	显示关于计算机的详细信息。	C:\WINDOWS\system32\msinfo32.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\System Information.lnk
filtered	2-excluded-name	auth-filtered	start-menu	卸载迅雷	D:\Program Files (x86)\Thunder Network\Thunder\Program\ThunderUninstall.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\迅雷软件\迅雷\卸载迅雷.lnk
filtered	2-excluded-name	auth-filtered	program-files	git-credential-helper-selector	D:\Program Files\Git\mingw64\bin\git-credential-helper-selector.exe	D:\Program Files\Git\mingw64\bin\git-credential-helper-selector.exe
kept	-	auth-kept	program-files	tool-wrapper	C:\Program Files\Apache Software Foundation\Tomcat 11.0\bin\tool-wrapper.bat	C:\Program Files\Apache Software Foundation\Tomcat 11.0\bin\tool-wrapper.bat
